Ward,Precinct,RAHM EMANUEL,WILLIE WILSON,ROBERT W. FIORETTI,"JESUS ""CHUY"" GARCIA",WILLIAM WALLS III,Votes Cast
10.0,3.0,140.0,9.0,37.0,109.0,3.0,298.0
10.0,4.0,68.0,17.0,9.0,90.0,5.0,189.0
10.0,5.0,116.0,10.0,34.0,89.0,2.0,251.0
10.0,6.0,96.0,4.0,29.0,109.0,1.0,239.0
10.0,7.0,75.0,7.0,8.0,103.0,3.0,196.0
10.0,8.0,51.0,25.0,1.0,47.0,4.0,128.0
10.0,9.0,138.0,10.0,54.0,128.0,1.0,331.0
10.0,10.0,117.0,3.0,33.0,181.0,1.0,335.0
10.0,11.0,100.0,4.0,23.0,204.0,2.0,333.0
10.0,12.0,81.0,3.0,20.0,89.0,1.0,194.0
10.0,13.0,106.0,14.0,8.0,147.0,4.0,279.0
10.0,14.0,136.0,4.0,25.0,253.0,0.0,418.0
10.0,15.0,183.0,125.0,24.0,109.0,31.0,472.0
10.0,16.0,91.0,3.0,29.0,80.0,2.0,205.0
10.0,17.0,194.0,12.0,61.0,156.0,3.0,426.0
10.0,18.0,48.0,16.0,1.0,76.0,2.0,143.0
10.0,19.0,117.0,8.0,41.0,162.0,7.0,335.0
10.0,20.0,165.0,11.0,23.0,134.0,5.0,338.0
10.0,21.0,100.0,8.0,24.0,178.0,3.0,313.0
10.0,22.0,43.0,3.0,6.0,98.0,0.0,150.0
10.0,23.0,90.0,4.0,16.0,163.0,0.0,273.0
10.0,24.0,152.0,13.0,52.0,125.0,4.0,346.0
10.0,25.0,24.0,8.0,4.0,40.0,3.0,79.0
10.0,26.0,60.0,10.0,8.0,98.0,0.0,176.0
10.0,27.0,65.0,41.0,7.0,111.0,5.0,229.0
10.0,28.0,111.0,7.0,26.0,209.0,0.0,353.0
10.0,29.0,85.0,8.0,19.0,124.0,3.0,239.0
10.0,30.0,76.0,4.0,11.0,153.0,2.0,246.0
10.0,31.0,63.0,4.0,11.0,127.0,2.0,207.0
10.0,32.0,113.0,3.0,20.0,142.0,1.0,279.0
10.0,33.0,61.0,5.0,21.0,115.0,3.0,205.0
10.0,34.0,65.0,8.0,4.0,77.0,2.0,156.0
10.0,35.0,134.0,4.0,56.0,201.0,1.0,396.0
10.0,36.0,31.0,13.0,2.0,31.0,1.0,78.0
11.0,1.0,157.0,7.0,48.0,100.0,5.0,317.0
11.0,2.0,13.0,8.0,2.0,4.0,4.0,31.0
11.0,3.0,47.0,4.0,10.0,134.0,1.0,196.0
11.0,4.0,109.0,7.0,39.0,120.0,2.0,277.0
11.0,5.0,92.0,16.0,35.0,127.0,2.0,272.0
11.0,6.0,124.0,4.0,29.0,88.0,1.0,246.0
11.0,7.0,75.0,19.0,19.0,66.0,3.0,182.0
11.0,8.0,106.0,8.0,35.0,93.0,4.0,246.0
11.0,9.0,97.0,4.0,50.0,93.0,2.0,246.0
11.0,10.0,134.0,4.0,47.0,87.0,1.0,273.0
11.0,11.0,129.0,9.0,48.0,107.0,5.0,298.0
11.0,12.0,259.0,6.0,114.0,178.0,4.0,561.0
11.0,13.0,239.0,9.0,79.0,146.0,2.0,475.0
11.0,14.0,89.0,9.0,33.0,38.0,3.0,172.0
11.0,15.0,80.0,4.0,14.0,26.0,2.0,126.0
11.0,16.0,102.0,7.0,39.0,69.0,3.0,220.0
11.0,17.0,117.0,6.0,46.0,109.0,6.0,284.0
11.0,18.0,152.0,2.0,40.0,64.0,2.0,260.0
11.0,19.0,144.0,11.0,38.0,137.0,0.0,330.0
11.0,20.0,128.0,2.0,39.0,60.0,0.0,229.0
11.0,21.0,242.0,15.0,64.0,141.0,2.0,464.0
11.0,22.0,183.0,7.0,65.0,120.0,7.0,382.0
11.0,23.0,126.0,3.0,25.0,44.0,0.0,198.0
11.0,24.0,260.0,7.0,87.0,100.0,1.0,455.0
11.0,25.0,139.0,2.0,33.0,112.0,3.0,289.0
11.0,26.0,206.0,14.0,51.0,127.0,1.0,399.0
11.0,27.0,43.0,3.0,12.0,39.0,2.0,99.0
11.0,28.0,100.0,4.0,22.0,49.0,2.0,177.0
11.0,29.0,193.0,13.0,59.0,116.0,3.0,384.0
11.0,30.0,88.0,1.0,13.0,37.0,0.0,139.0
11.0,31.0,174.0,6.0,49.0,98.0,2.0,329.0
11.0,32.0,104.0,1.0,52.0,31.0,0.0,188.0
11.0,33.0,111.0,8.0,22.0,65.0,0.0,206.0
11.0,34.0,71.0,6.0,16.0,30.0,1.0,124.0
11.0,35.0,79.0,8.0,17.0,23.0,2.0,129.0
11.0,36.0,59.0,4.0,24.0,46.0,3.0,136.0
11.0,37.0,64.0,2.0,7.0,20.0,4.0,97.0
11.0,38.0,26.0,2.0,2.0,60.0,0.0,90.0
12.0,1.0,84.0,3.0,19.0,173.0,2.0,281.0
12.0,2.0,56.0,2.0,8.0,116.0,2.0,184.0
12.0,3.0,65.0,5.0,19.0,199.0,3.0,291.0
12.0,4.0,72.0,2.0,9.0,150.0,1.0,234.0
12.0,5.0,73.0,8.0,22.0,104.0,3.0,210.0
12.0,6.0,60.0,9.0,11.0,137.0,3.0,220.0
12.0,7.0,34.0,3.0,2.0,152.0,0.0,191.0
12.0,8.0,86.0,9.0,12.0,135.0,3.0,245.0
12.0,9.0,58.0,4.0,12.0,122.0,1.0,197.0
12.0,10.0,38.0,3.0,4.0,144.0,5.0,194.0
12.0,11.0,48.0,2.0,9.0,152.0,1.0,212.0
12.0,12.0,57.0,3.0,11.0,116.0,1.0,188.0
12.0,13.0,48.0,2.0,13.0,151.0,3.0,217.0
12.0,14.0,28.0,4.0,1.0,141.0,0.0,174.0
12.0,15.0,56.0,15.0,6.0,132.0,4.0,213.0
12.0,16.0,33.0,1.0,0.0,139.0,2.0,175.0
12.0,17.0,51.0,4.0,10.0,163.0,1.0,229.0
12.0,18.0,41.0,1.0,10.0,131.0,0.0,183.0
12.0,19.0,58.0,1.0,9.0,146.0,1.0,215.0
12.0,20.0,56.0,4.0,9.0,161.0,1.0,231.0
12.0,21.0,58.0,3.0,16.0,151.0,2.0,230.0
12.0,22.0,32.0,2.0,4.0,123.0,0.0,161.0
12.0,23.0,69.0,3.0,21.0,142.0,1.0,236.0
13.0,1.0,136.0,2.0,24.0,70.0,1.0,233.0
13.0,2.0,146.0,5.0,31.0,71.0,2.0,255.0
13.0,3.0,54.0,2.0,6.0,70.0,1.0,133.0
13.0,4.0,147.0,7.0,43.0,88.0,2.0,287.0
13.0,5.0,128.0,1.0,14.0,119.0,3.0,265.0
13.0,6.0,151.0,3.0,39.0,79.0,0.0,272.0
13.0,7.0,112.0,1.0,6.0,68.0,0.0,187.0
13.0,8.0,93.0,1.0,28.0,74.0,0.0,196.0
13.0,9.0,99.0,2.0,13.0,79.0,1.0,194.0
13.0,10.0,130.0,4.0,36.0,87.0,1.0,258.0
13.0,11.0,157.0,5.0,28.0,103.0,0.0,293.0
13.0,12.0,75.0,7.0,8.0,90.0,1.0,181.0
13.0,13.0,106.0,2.0,17.0,101.0,0.0,226.0
13.0,14.0,96.0,3.0,18.0,86.0,4.0,207.0
13.0,15.0,162.0,1.0,23.0,153.0,3.0,342.0
13.0,16.0,79.0,1.0,8.0,66.0,2.0,156.0
13.0,17.0,104.0,7.0,32.0,78.0,0.0,221.0
13.0,18.0,100.0,3.0,23.0,71.0,1.0,198.0
13.0,19.0,102.0,9.0,3.0,111.0,0.0,225.0
13.0,20.0,82.0,4.0,28.0,49.0,1.0,164.0
13.0,21.0,168.0,7.0,64.0,74.0,4.0,317.0
13.0,22.0,145.0,5.0,40.0,70.0,2.0,262.0
13.0,23.0,79.0,3.0,12.0,68.0,2.0,164.0
13.0,24.0,112.0,11.0,15.0,68.0,3.0,209.0
13.0,25.0,118.0,0.0,21.0,85.0,2.0,226.0
13.0,26.0,145.0,3.0,18.0,68.0,1.0,235.0
13.0,27.0,115.0,7.0,22.0,66.0,3.0,213.0
13.0,28.0,70.0,3.0,16.0,89.0,2.0,180.0
13.0,29.0,76.0,2.0,12.0,92.0,0.0,182.0
13.0,30.0,78.0,0.0,8.0,67.0,0.0,153.0
13.0,31.0,121.0,5.0,46.0,86.0,1.0,259.0
13.0,32.0,138.0,4.0,30.0,75.0,0.0,247.0
13.0,33.0,112.0,7.0,28.0,80.0,1.0,228.0
13.0,34.0,141.0,4.0,18.0,112.0,0.0,275.0
13.0,35.0,93.0,1.0,14.0,102.0,1.0,211.0
13.0,36.0,65.0,1.0,3.0,59.0,0.0,128.0
13.0,37.0,152.0,18.0,8.0,91.0,6.0,275.0
13.0,38.0,111.0,6.0,33.0,91.0,0.0,241.0
13.0,39.0,89.0,3.0,10.0,125.0,0.0,227.0
13.0,40.0,99.0,8.0,9.0,69.0,0.0,185.0
13.0,41.0,120.0,1.0,12.0,91.0,3.0,227.0
13.0,42.0,136.0,7.0,52.0,84.0,0.0,279.0
13.0,43.0,154.0,2.0,14.0,102.0,2.0,274.0
13.0,44.0,279.0,9.0,11.0,63.0,0.0,362.0
13.0,45.0,169.0,9.0,20.0,62.0,4.0,264.0
13.0,46.0,100.0,2.0,9.0,124.0,1.0,236.0
13.0,47.0,93.0,3.0,10.0,94.0,3.0,203.0
13.0,48.0,126.0,5.0,23.0,64.0,2.0,220.0
14.0,1.0,149.0,5.0,67.0,122.0,3.0,346.0
14.0,2.0,129.0,3.0,12.0,165.0,2.0,311.0
14.0,3.0,62.0,0.0,5.0,126.0,1.0,194.0
14.0,4.0,115.0,4.0,34.0,85.0,3.0,241.0
14.0,5.0,83.0,5.0,3.0,178.0,1.0,270.0
14.0,6.0,35.0,1.0,5.0,61.0,1.0,103.0
14.0,7.0,62.0,4.0,14.0,137.0,0.0,217.0
14.0,8.0,69.0,6.0,11.0,119.0,1.0,206.0
14.0,9.0,131.0,7.0,40.0,111.0,4.0,293.0
14.0,10.0,51.0,1.0,9.0,90.0,3.0,154.0
14.0,11.0,60.0,1.0,2.0,64.0,1.0,128.0
14.0,12.0,100.0,6.0,19.0,88.0,1.0,214.0
14.0,13.0,70.0,0.0,11.0,85.0,1.0,167.0
14.0,14.0,67.0,3.0,11.0,94.0,1.0,176.0
14.0,15.0,76.0,2.0,8.0,107.0,0.0,193.0
14.0,16.0,66.0,5.0,3.0,95.0,0.0,169.0
14.0,17.0,97.0,0.0,4.0,117.0,0.0,218.0
14.0,18.0,33.0,2.0,7.0,43.0,1.0,86.0
14.0,19.0,69.0,5.0,6.0,101.0,1.0,182.0
14.0,20.0,39.0,3.0,11.0,80.0,0.0,133.0
14.0,21.0,49.0,5.0,6.0,146.0,1.0,207.0
14.0,22.0,79.0,6.0,36.0,100.0,5.0,226.0
14.0,23.0,97.0,6.0,24.0,84.0,2.0,213.0
14.0,24.0,127.0,11.0,52.0,132.0,0.0,322.0
14.0,25.0,31.0,1.0,5.0,98.0,0.0,135.0
14.0,26.0,25.0,2.0,7.0,88.0,0.0,122.0
14.0,27.0,81.0,4.0,8.0,93.0,3.0,189.0
14.0,28.0,47.0,3.0,10.0,78.0,1.0,139.0
14.0,29.0,71.0,2.0,9.0,91.0,0.0,173.0
14.0,30.0,30.0,2.0,3.0,44.0,0.0,79.0
14.0,31.0,24.0,2.0,3.0,84.0,0.0,113.0
15.0,1.0,47.0,1.0,3.0,173.0,0.0,224.0
15.0,2.0,48.0,50.0,6.0,23.0,10.0,137.0
15.0,3.0,59.0,53.0,6.0,30.0,6.0,154.0
15.0,4.0,47.0,1.0,8.0,149.0,1.0,206.0
15.0,5.0,38.0,7.0,1.0,139.0,0.0,185.0
15.0,6.0,58.0,3.0,10.0,146.0,2.0,219.0
15.0,7.0,71.0,61.0,7.0,32.0,11.0,182.0
15.0,8.0,59.0,1.0,4.0,136.0,1.0,201.0
15.0,9.0,55.0,3.0,9.0,197.0,4.0,268.0
15.0,10.0,55.0,8.0,24.0,154.0,0.0,241.0
15.0,11.0,52.0,4.0,12.0,159.0,0.0,227.0
15.0,12.0,74.0,1.0,10.0,170.0,1.0,256.0
15.0,13.0,40.0,3.0,1.0,133.0,0.0,177.0
15.0,14.0,37.0,1.0,3.0,105.0,0.0,146.0
15.0,15.0,41.0,5.0,7.0,104.0,0.0,157.0
15.0,16.0,63.0,12.0,2.0,132.0,1.0,210.0
15.0,17.0,71.0,52.0,4.0,58.0,7.0,192.0
15.0,18.0,70.0,46.0,6.0,28.0,8.0,158.0
15.0,19.0,64.0,22.0,4.0,115.0,8.0,213.0
15.0,20.0,63.0,56.0,3.0,33.0,8.0,163.0
15.0,21.0,73.0,40.0,2.0,33.0,10.0,158.0
15.0,22.0,54.0,73.0,9.0,27.0,14.0,177.0
15.0,23.0,87.0,32.0,4.0,40.0,11.0,174.0
15.0,24.0,40.0,51.0,5.0,31.0,14.0,141.0
16.0,1.0,39.0,2.0,5.0,136.0,1.0,183.0
16.0,2.0,80.0,48.0,16.0,45.0,3.0,192.0
16.0,3.0,74.0,54.0,4.0,28.0,6.0,166.0
16.0,4.0,67.0,48.0,11.0,37.0,7.0,170.0
16.0,5.0,58.0,45.0,7.0,22.0,11.0,143.0
16.0,6.0,56.0,59.0,9.0,47.0,9.0,180.0
16.0,7.0,53.0,43.0,7.0,51.0,9.0,163.0
16.0,8.0,52.0,26.0,7.0,19.0,11.0,115.0
16.0,9.0,99.0,54.0,6.0,36.0,13.0,208.0
16.0,10.0,83.0,59.0,5.0,27.0,9.0,183.0
16.0,11.0,55.0,29.0,5.0,63.0,4.0,156.0
16.0,12.0,39.0,39.0,9.0,26.0,11.0,124.0
16.0,13.0,48.0,15.0,7.0,71.0,2.0,143.0
16.0,14.0,60.0,45.0,5.0,28.0,9.0,147.0
16.0,15.0,104.0,49.0,3.0,27.0,9.0,192.0
16.0,16.0,73.0,68.0,6.0,27.0,9.0,183.0
16.0,17.0,49.0,32.0,0.0,53.0,10.0,144.0
16.0,18.0,81.0,34.0,7.0,59.0,8.0,189.0
16.0,19.0,72.0,39.0,2.0,43.0,9.0,165.0
16.0,20.0,64.0,49.0,7.0,26.0,8.0,154.0
16.0,21.0,54.0,50.0,5.0,26.0,5.0,140.0
16.0,22.0,54.0,41.0,6.0,40.0,2.0,143.0
16.0,23.0,40.0,15.0,7.0,83.0,2.0,147.0
16.0,24.0,61.0,26.0,4.0,24.0,14.0,129.0
16.0,25.0,103.0,59.0,4.0,33.0,14.0,213.0
16.0,26.0,68.0,53.0,6.0,36.0,7.0,170.0
16.0,27.0,59.0,52.0,5.0,27.0,12.0,155.0
16.0,28.0,82.0,62.0,3.0,40.0,16.0,203.0
16.0,29.0,84.0,38.0,2.0,37.0,9.0,170.0
16.0,30.0,70.0,59.0,5.0,28.0,9.0,171.0
16.0,31.0,80.0,92.0,3.0,39.0,7.0,221.0
16.0,32.0,31.0,20.0,3.0,92.0,2.0,148.0
16.0,33.0,94.0,61.0,4.0,41.0,8.0,208.0
16.0,34.0,80.0,63.0,12.0,24.0,8.0,187.0
16.0,35.0,44.0,23.0,2.0,65.0,9.0,143.0
16.0,36.0,66.0,42.0,8.0,26.0,6.0,148.0
17.0,1.0,60.0,34.0,10.0,100.0,9.0,213.0
17.0,2.0,85.0,45.0,4.0,43.0,20.0,197.0
17.0,3.0,85.0,61.0,4.0,47.0,17.0,214.0
17.0,4.0,130.0,67.0,5.0,57.0,13.0,272.0
17.0,5.0,85.0,53.0,12.0,50.0,5.0,205.0
17.0,6.0,58.0,43.0,8.0,50.0,10.0,169.0
17.0,7.0,54.0,23.0,2.0,48.0,8.0,135.0
17.0,8.0,69.0,62.0,6.0,50.0,14.0,201.0
17.0,9.0,81.0,72.0,19.0,44.0,10.0,226.0
17.0,10.0,100.0,49.0,13.0,64.0,19.0,245.0
17.0,11.0,76.0,55.0,6.0,41.0,14.0,192.0
17.0,12.0,76.0,36.0,4.0,80.0,4.0,200.0
17.0,13.0,85.0,59.0,6.0,27.0,13.0,190.0
17.0,14.0,81.0,31.0,3.0,87.0,2.0,204.0
17.0,15.0,96.0,68.0,7.0,44.0,13.0,228.0
17.0,16.0,51.0,30.0,9.0,58.0,7.0,155.0
17.0,17.0,66.0,47.0,10.0,53.0,11.0,187.0
17.0,18.0,103.0,77.0,10.0,56.0,23.0,269.0
17.0,19.0,47.0,45.0,6.0,27.0,8.0,133.0
17.0,20.0,123.0,75.0,19.0,66.0,16.0,299.0
17.0,21.0,152.0,74.0,12.0,69.0,23.0,330.0
17.0,22.0,90.0,53.0,13.0,45.0,12.0,213.0
17.0,23.0,62.0,47.0,3.0,34.0,7.0,153.0
17.0,24.0,132.0,89.0,7.0,50.0,12.0,290.0
17.0,25.0,62.0,44.0,1.0,36.0,9.0,152.0
17.0,26.0,117.0,81.0,9.0,54.0,21.0,282.0
17.0,27.0,93.0,58.0,6.0,38.0,11.0,206.0
17.0,28.0,85.0,44.0,1.0,47.0,18.0,195.0
17.0,29.0,119.0,69.0,7.0,27.0,16.0,238.0
17.0,30.0,53.0,25.0,13.0,73.0,7.0,171.0
17.0,31.0,59.0,42.0,5.0,35.0,3.0,144.0
17.0,32.0,75.0,60.0,6.0,24.0,10.0,175.0
17.0,33.0,51.0,58.0,4.0,34.0,7.0,154.0
17.0,34.0,72.0,51.0,5.0,38.0,10.0,176.0
17.0,35.0,83.0,59.0,7.0,46.0,14.0,209.0
17.0,36.0,96.0,68.0,17.0,65.0,12.0,258.0
17.0,37.0,74.0,54.0,5.0,40.0,11.0,184.0
17.0,38.0,85.0,85.0,9.0,62.0,16.0,257.0
17.0,39.0,96.0,66.0,4.0,58.0,9.0,233.0
17.0,40.0,80.0,70.0,10.0,50.0,16.0,226.0
17.0,41.0,116.0,70.0,12.0,58.0,19.0,275.0
18.0,1.0,69.0,29.0,6.0,56.0,17.0,177.0
18.0,2.0,75.0,16.0,13.0,93.0,4.0,201.0
18.0,3.0,87.0,20.0,23.0,99.0,7.0,236.0
18.0,4.0,90.0,67.0,13.0,83.0,23.0,276.0
18.0,5.0,88.0,61.0,2.0,27.0,6.0,184.0
18.0,6.0,91.0,12.0,28.0,81.0,5.0,217.0
18.0,7.0,100.0,62.0,17.0,64.0,17.0,260.0
18.0,8.0,113.0,61.0,15.0,68.0,22.0,279.0
18.0,9.0,119.0,45.0,13.0,71.0,30.0,278.0
18.0,10.0,133.0,60.0,26.0,113.0,19.0,351.0
18.0,11.0,75.0,20.0,20.0,70.0,8.0,193.0
18.0,12.0,103.0,64.0,12.0,49.0,14.0,242.0
18.0,13.0,107.0,63.0,16.0,77.0,23.0,286.0
18.0,14.0,109.0,45.0,20.0,69.0,10.0,253.0
18.0,15.0,96.0,23.0,17.0,115.0,7.0,258.0
18.0,16.0,90.0,46.0,11.0,89.0,23.0,259.0
18.0,17.0,75.0,45.0,22.0,85.0,14.0,241.0
18.0,18.0,119.0,65.0,20.0,55.0,15.0,274.0
18.0,19.0,131.0,53.0,12.0,65.0,15.0,276.0
18.0,20.0,111.0,51.0,4.0,56.0,13.0,235.0
18.0,21.0,118.0,45.0,27.0,114.0,32.0,336.0
18.0,22.0,132.0,75.0,13.0,88.0,29.0,337.0
18.0,23.0,66.0,35.0,13.0,64.0,14.0,192.0
18.0,24.0,90.0,7.0,11.0,92.0,4.0,204.0
18.0,25.0,75.0,8.0,32.0,99.0,1.0,215.0
18.0,26.0,120.0,73.0,21.0,103.0,24.0,341.0
18.0,27.0,76.0,47.0,14.0,46.0,7.0,190.0
18.0,28.0,91.0,15.0,30.0,96.0,5.0,237.0
18.0,29.0,93.0,38.0,8.0,82.0,3.0,224.0
18.0,30.0,101.0,4.0,18.0,94.0,4.0,221.0
18.0,31.0,71.0,45.0,13.0,106.0,18.0,253.0
18.0,32.0,127.0,55.0,11.0,57.0,21.0,271.0
18.0,33.0,70.0,69.0,4.0,49.0,15.0,207.0
18.0,34.0,155.0,76.0,27.0,109.0,12.0,379.0
18.0,35.0,153.0,51.0,9.0,94.0,23.0,330.0
18.0,36.0,98.0,24.0,23.0,72.0,8.0,225.0
18.0,37.0,101.0,43.0,20.0,102.0,24.0,290.0
18.0,38.0,110.0,49.0,10.0,68.0,22.0,259.0
18.0,39.0,57.0,31.0,4.0,54.0,16.0,162.0
18.0,40.0,108.0,23.0,20.0,131.0,9.0,291.0
18.0,41.0,122.0,54.0,19.0,81.0,22.0,298.0
18.0,42.0,75.0,38.0,11.0,63.0,11.0,198.0
18.0,43.0,55.0,7.0,18.0,99.0,1.0,180.0
18.0,44.0,87.0,11.0,28.0,106.0,2.0,234.0
18.0,45.0,55.0,22.0,15.0,114.0,7.0,213.0
18.0,46.0,83.0,9.0,30.0,128.0,4.0,254.0
18.0,47.0,57.0,44.0,7.0,40.0,8.0,156.0
18.0,48.0,76.0,52.0,9.0,39.0,8.0,184.0
18.0,49.0,59.0,38.0,5.0,49.0,9.0,160.0
18.0,50.0,80.0,40.0,8.0,45.0,8.0,181.0
19.0,1.0,161.0,6.0,48.0,97.0,2.0,314.0
19.0,2.0,200.0,44.0,33.0,141.0,12.0,430.0
19.0,3.0,91.0,11.0,41.0,91.0,3.0,237.0
19.0,4.0,137.0,11.0,95.0,127.0,3.0,373.0
19.0,5.0,174.0,28.0,24.0,140.0,9.0,375.0
19.0,6.0,96.0,8.0,75.0,154.0,1.0,334.0
19.0,7.0,146.0,11.0,36.0,116.0,3.0,312.0
19.0,8.0,119.0,10.0,61.0,144.0,1.0,335.0
19.0,9.0,125.0,4.0,42.0,78.0,2.0,251.0
19.0,10.0,178.0,24.0,26.0,136.0,12.0,376.0
19.0,11.0,119.0,15.0,58.0,121.0,4.0,317.0
19.0,12.0,87.0,6.0,83.0,95.0,0.0,271.0
19.0,13.0,131.0,60.0,28.0,102.0,32.0,353.0
19.0,14.0,166.0,22.0,34.0,109.0,10.0,341.0
19.0,15.0,144.0,8.0,99.0,164.0,7.0,422.0
19.0,16.0,144.0,5.0,69.0,103.0,0.0,321.0
19.0,17.0,115.0,7.0,44.0,121.0,1.0,288.0
19.0,18.0,121.0,13.0,34.0,135.0,3.0,306.0
19.0,19.0,167.0,29.0,43.0,147.0,7.0,393.0
19.0,20.0,102.0,18.0,27.0,95.0,9.0,251.0
19.0,21.0,144.0,25.0,68.0,106.0,3.0,346.0
19.0,22.0,141.0,27.0,41.0,130.0,2.0,341.0
19.0,23.0,165.0,11.0,40.0,103.0,3.0,322.0
19.0,24.0,112.0,7.0,36.0,99.0,0.0,254.0
19.0,25.0,135.0,27.0,36.0,97.0,10.0,305.0
19.0,26.0,170.0,23.0,37.0,89.0,3.0,322.0
19.0,27.0,123.0,31.0,19.0,121.0,12.0,306.0
19.0,28.0,139.0,65.0,23.0,102.0,15.0,344.0
19.0,29.0,93.0,8.0,58.0,125.0,6.0,290.0
19.0,30.0,100.0,4.0,54.0,96.0,0.0,254.0
19.0,31.0,122.0,9.0,44.0,111.0,5.0,291.0
19.0,32.0,125.0,7.0,52.0,108.0,1.0,293.0
19.0,33.0,112.0,9.0,69.0,126.0,3.0,319.0
19.0,34.0,162.0,8.0,33.0,113.0,5.0,321.0
19.0,35.0,132.0,15.0,24.0,101.0,5.0,277.0
19.0,36.0,151.0,38.0,31.0,97.0,26.0,343.0
19.0,37.0,116.0,25.0,28.0,117.0,9.0,295.0
19.0,38.0,119.0,23.0,24.0,100.0,16.0,282.0
19.0,39.0,34.0,17.0,4.0,22.0,3.0,80.0
19.0,40.0,140.0,18.0,39.0,119.0,7.0,323.0
19.0,41.0,105.0,6.0,58.0,121.0,0.0,290.0
19.0,42.0,98.0,29.0,17.0,102.0,9.0,255.0
19.0,43.0,180.0,68.0,15.0,90.0,17.0,370.0
19.0,44.0,143.0,6.0,77.0,119.0,1.0,346.0
19.0,45.0,140.0,4.0,56.0,128.0,3.0,331.0
19.0,46.0,180.0,10.0,43.0,111.0,1.0,345.0
19.0,47.0,169.0,47.0,53.0,171.0,16.0,456.0
19.0,48.0,129.0,69.0,14.0,79.0,17.0,308.0
19.0,49.0,166.0,47.0,20.0,145.0,21.0,399.0
19.0,50.0,78.0,9.0,37.0,119.0,3.0,246.0
19.0,51.0,186.0,12.0,41.0,130.0,2.0,371.0
19.0,52.0,107.0,9.0,66.0,138.0,1.0,321.0
19.0,53.0,130.0,12.0,43.0,116.0,7.0,308.0
19.0,54.0,88.0,6.0,56.0,95.0,2.0,247.0
19.0,55.0,100.0,7.0,62.0,107.0,2.0,278.0
19.0,56.0,181.0,29.0,46.0,95.0,13.0,364.0
19.0,57.0,111.0,27.0,21.0,112.0,10.0,281.0
20.0,1.0,73.0,35.0,3.0,56.0,9.0,176.0
20.0,2.0,51.0,28.0,2.0,13.0,11.0,105.0
20.0,3.0,82.0,33.0,6.0,47.0,6.0,174.0
20.0,4.0,31.0,24.0,6.0,18.0,5.0,84.0
20.0,5.0,69.0,66.0,13.0,60.0,11.0,219.0
20.0,6.0,43.0,23.0,2.0,22.0,5.0,95.0
20.0,7.0,68.0,42.0,10.0,41.0,10.0,171.0
20.0,8.0,110.0,60.0,8.0,43.0,11.0,232.0
20.0,9.0,117.0,55.0,8.0,74.0,17.0,271.0
20.0,10.0,70.0,39.0,5.0,35.0,12.0,161.0
20.0,11.0,98.0,61.0,12.0,65.0,16.0,252.0
20.0,12.0,49.0,32.0,6.0,27.0,5.0,119.0
20.0,13.0,109.0,77.0,4.0,48.0,10.0,248.0
20.0,14.0,86.0,42.0,2.0,30.0,9.0,169.0
20.0,15.0,26.0,4.0,3.0,104.0,5.0,142.0
20.0,16.0,100.0,51.0,12.0,85.0,9.0,257.0
20.0,17.0,59.0,25.0,5.0,32.0,6.0,127.0
20.0,18.0,77.0,47.0,6.0,26.0,14.0,170.0
20.0,19.0,93.0,62.0,5.0,44.0,18.0,222.0
20.0,20.0,25.0,15.0,4.0,77.0,0.0,121.0
20.0,21.0,63.0,45.0,5.0,39.0,9.0,161.0
20.0,22.0,121.0,49.0,14.0,83.0,22.0,289.0
20.0,23.0,100.0,70.0,7.0,53.0,16.0,246.0
20.0,24.0,84.0,37.0,9.0,70.0,12.0,212.0
20.0,25.0,66.0,62.0,7.0,40.0,16.0,191.0
20.0,26.0,92.0,41.0,12.0,75.0,15.0,235.0
20.0,27.0,53.0,49.0,4.0,25.0,9.0,140.0
20.0,28.0,63.0,50.0,6.0,36.0,8.0,163.0
20.0,29.0,125.0,97.0,5.0,47.0,19.0,293.0
20.0,30.0,55.0,24.0,3.0,20.0,9.0,111.0
20.0,31.0,99.0,65.0,6.0,42.0,9.0,221.0
